,uid,isbn,rating
28689,189538,0843951257,8
28691,189557,0439064864,10
28692,189557,0439136350,10
28693,189557,0439139597,10
28694,189557,0590353403,10
28695,189572,0394754409,5
28696,189575,0786863986,8
28698,189586,0449221512,4
28699,189607,1586481037,10
28700,189607,9628606727,10
28705,189688,006109868X,7
28706,189688,0440235154,8
28707,189688,067003004X,9
28708,189688,0425166627,7
28709,189688,0446520713,9
28710,189689,0743411250,5
28711,189689,0316788228,7
28715,189723,1889762121,9
28723,189777,0671760513,7
28730,189793,1854307592,7
28732,189809,070222927X,7
28735,189833,0767903382,9
28736,189857,0446364193,9
28750,189939,0316769487,9
28751,189945,0671724851,9
28752,189951,0345342968,7
28754,189951,0140437894,7
28765,189985,0373226373,5
28767,189999,0345427998,5
28771,190107,080411109X,8
28772,190109,0446604089,8
28773,190109,0553569031,7
28775,190119,0393315606,7
28784,190160,156138626X,8
28785,190171,0345413903,10
28791,190187,0679766626,8
28792,190187,0679432469,8
28798,190232,0060935731,10
28810,190305,0440213290,7
28811,190305,0380711524,8
28812,190317,0679753826,9
28813,190321,0671758896,7
28814,190322,1565123158,7
28815,190322,0971865906,7
28818,190331,0671027581,5
28819,190332,0679727922,7
28826,190357,1891620797,10
28830,190381,0062510568,10
28831,190384,0140620753,8
28832,190386,0679731148,9
28833,190386,0446363170,6
28841,190430,0385468865,5
28850,190448,0345350499,9
28851,190448,0439064864,8
28852,190448,0439136350,8
28853,190448,0439139597,8
28854,190448,0590353403,8
28855,190448,0385315279,8
28856,190448,0786867787,6
28857,190448,0385335970,8
28858,190448,0385335989,8
28859,190448,0385335997,8
28876,190512,067976402X,8
28878,190529,0688167411,7
28883,190545,0449911446,9
28891,190637,0060930934,10
28893,190667,1414026811,10
28900,190704,156931778X,8
28903,190757,0671511432,10
28909,190821,0883681056,10
28910,190824,0385721072,6
28918,190887,0553582755,6
28919,190897,0312278586,8
28920,190898,0843947470,7
28928,190953,043935806X,10
28939,191004,0843947810,4
28940,191006,0425143325,9
28943,191007,0380798913,8
28953,191078,0140105166,5
28955,191079,0385721420,8
28957,191079,0375406530,7
28963,191112,0671883216,8
28970,191160,0590486128,10
28972,191176,0140067779,5
28973,191178,0446610038,7
28992,191335,0393048608,7
28994,191416,0553209906,8
28998,191427,042515601X,7
29002,191448,0151006903,7
29005,191492,1551431491,4
29007,191515,0743412028,7
29009,191515,0553272500,8
29010,191515,038547508X,7
29011,191515,1572971479,5
29013,191520,0670839809,5
29014,191520,0812544706,6
29017,191530,0140434003,10
29019,191536,0671741187,8
29023,191546,0060391448,9
29025,191559,080070665X,10
29028,191585,0809492660,7
29030,191599,0440213525,10
29032,191626,0451183665,7
29033,191639,0451161343,8
29035,191661,0671880314,10
29039,191714,0425180638,8
29040,191714,0425175405,9
29041,191714,0440241073,9
29044,191777,0446520659,7
29047,191854,0670691992,8
29050,191879,0762708115,7
29052,191896,059035342X,9
29057,191952,1899749306,8
29059,191966,0505525178,9
29060,191982,0689710682,10
29061,191983,0449909913,8
29073,192073,0966234634,6
29076,192115,3423308486,5
29088,192196,0140139125,6
29089,192212,0425177181,7
29090,192213,0060194219,8
29091,192218,0141303050,8
29095,192234,157322202X,7
29096,192254,0330375253,9
29097,192254,0099244926,8
29100,192276,0812521145,5
29101,192276,0425186709,4
29104,192292,0060168013,10
29111,192333,0140274375,5
29114,192344,0849942195,10
29121,192397,0441317561,6
29127,192429,0385498802,6
29128,192429,0385482388,8
29129,192430,0525947914,7
29138,192531,0754107035,8
29142,192570,0595249590,7
29143,192572,1932560491,10
29149,192603,0140157379,6
29159,192656,0060931671,9
29160,192662,0684848783,9
29162,192662,0553290991,7
29163,192662,1585420646,10
29165,192674,0451200187,9
29168,192693,0060187840,10
29169,192696,0345446860,8
29170,192696,0446610038,5
29171,192696,0786866586,7
29172,192696,0679745203,7
29173,192696,0061090891,7
29174,192697,0345443128,5
29176,192707,0060188731,9
29178,192713,0375702105,9
29180,192724,0380756617,5
29181,192731,0373484429,6
29182,192737,0898152836,7
29183,192740,0743204700,6
29186,192762,0449005615,9
29187,192763,0812512413,8
29188,192763,0553077287,8
29198,192816,0399143769,10
29207,192866,0345423291,8
29208,192866,0316781142,8
29209,192868,0679776702,9
29210,192932,3257201834,3
29213,192954,0743219554,4
29218,193015,0451205421,5
29221,193027,0141182520,9
29223,193037,0553296981,10
29224,193048,0764120611,9
29225,193052,0736421300,10
29230,193084,0345337662,9
29231,193088,0375700757,8
29234,193119,0060151641,6
29241,193220,0060175966,7
29242,193220,014019469X,5
29243,193220,067084943X,5
29245,193220,0679416714,5
29246,193220,0679759069,9
29247,193220,0679768157,7
29248,193220,0679747885,5
29249,193220,0452275733,9
29250,193220,0452277051,8
29251,193220,0345382536,9
29253,193220,051788058X,7
29254,193220,0805039538,9
29255,193220,0805052984,8
29258,193241,0380820536,10
29260,193272,1878424319,6
29263,193299,0373263856,8
29265,193309,155874262X,6
29266,193310,0060391677,7
29267,193310,0399139206,8
29270,193326,1883473004,10
29271,193339,0312195516,8
29273,193372,0451172221,8
29274,193378,0446364150,5
29275,193378,0373790058,6
29276,193378,1551666669,6
29279,193395,0441007023,9
29285,193421,044900371X,8
29290,193459,068419337X,7
29304,193543,0553574086,6
29305,193543,0345443381,7
29307,193557,0446364762,8
29308,193557,0743456866,5
29310,193572,0553268880,8
29320,193632,0689857705,8
29324,193645,0060392452,8
29327,193651,0385335490,7
29330,193663,0879521457,10
29333,193668,0375724370,9
29337,193683,0425060772,7
29338,193683,042513329X,9
29339,193683,0517586894,6
29349,193719,0812928423,9
29350,193720,0446608262,8
29353,193749,067976402X,10
29354,193749,0375707972,10
29355,193749,0553348973,8
29356,193756,0525946829,5
29357,193765,0446604666,8
29366,193830,0451176464,10
29368,193834,0312305060,9
29369,193837,0060011610,10
29374,193857,0886777631,9
29379,193868,0874805244,8
29383,193879,0394179692,10
29386,193886,0385484518,9
29388,193903,0399134204,8
29390,193920,0451166892,9
29391,193925,0061097101,7
29398,193939,0375726349,8
29399,193939,1573229725,5
29400,193939,0679735771,7
29401,193939,0375703845,6
29405,193989,0375758771,8
29411,194023,0380788624,8
29412,194030,0140194738,7
29413,194030,0312176880,6
29414,194104,0316969443,9
29418,194124,0836220889,10
29422,194138,0345438825,8
29427,194174,0345371984,9
29428,194177,0743411269,9
29429,194178,0671674463,8
29431,194187,0553280341,10
29432,194191,0373079303,5
29433,194191,0373222882,7
29434,194191,0373191456,5
29439,194206,0971880107,6
29443,194221,044023722X,9
29444,194222,0375706410,10
29446,194236,0449146391,9
29447,194237,0385504209,9
29453,194281,0345344464,8
29457,194304,0843951532,10
29461,194313,0425162443,7
29462,194313,0865471185,8
29463,194316,0380977788,9
29464,194316,0771099754,8
29465,194316,1896951015,8
29466,194321,0515124893,5
29477,194427,039914112X,7
29480,194476,0345413350,9
29487,194511,002026478X,5
29488,194511,0553278215,9
29500,194553,0061042935,7
29504,194579,0590485830,10
29523,194657,0425089517,8
29528,194685,0449223345,8
29530,194719,0446610038,8
29533,194737,1577193431,4
29536,194738,0965972178,7
29537,194747,0609804138,10
29543,194771,082177347X,9
29554,194825,0671868691,8
29555,194826,1573225789,10
29565,194925,0836210263,7
29572,194989,0671708635,6
29581,195068,0440422256,9
29584,195106,0920379079,6
29585,195106,0393955680,9
29590,195143,0373451628,6
29595,195187,1413709141,10
29596,195195,0394569652,7
29605,195284,0345350472,9
29612,195337,0451186362,10
29616,195363,1411602471,9
29621,195388,0064407667,9
29622,195480,0399142452,8
29627,195526,0449221113,6
29631,195570,0735611319,10
29659,195821,0446364193,7
29663,195846,0871566664,7
29666,195878,0553149660,8
29675,195896,0471580163,5
29677,195900,0385336772,8
29678,195907,039589171X,7
29681,195950,0345421949,5
29687,195981,0553268880,5
29690,196017,051513239X,10
29692,196034,0805002448,8
29696,196067,0743467566,7
29708,196117,0553213148,10
29709,196119,059035342X,10
29710,196131,1857236874,7
29711,196153,0786808284,4
29727,196194,0785281967,3
29728,196194,0312863551,8
29731,196202,0446610038,6
29735,196204,0767905385,7
29737,196204,0385333846,8
29738,196204,0440295777,6
29759,196366,0385504470,7
29760,196374,0375506276,8
29769,196440,038533558X,9
29770,196440,0679442111,8
29778,196519,0849937027,7
29781,196558,0425186180,10
29785,196569,0380789035,8
29795,196623,0312281250,9
29796,196623,0836218620,9
29798,196646,0375724370,7
29799,196648,0670856045,7
29800,196648,0061092606,5
29804,196653,0452282829,7
29809,196679,1591840082,10
29810,196716,0399213317,10
29812,196725,0064462080,8
29813,196736,0061095869,8
29819,196755,014038572X,7
29821,196767,1586480049,8
29824,196781,0425194345,9
29826,196786,1569472424,8
29827,196795,0399151435,7
29845,196879,0671721631,7
29846,196879,0425090825,6
29848,196885,051513287X,8
29849,196885,0671014218,10
29854,196910,0515125652,10
29855,196917,1558532765,8
29856,196944,0385335482,8
29857,196965,0451207343,8
29858,196969,0393308804,7
29860,196978,0451161394,9
29861,197078,0743203232,10
29869,197135,0312924801,7
29872,197160,0451525795,8
29876,197212,0399148469,8
29882,197301,0609806599,10
29887,197330,0786881852,10
29888,197331,1860499996,8
29889,197338,0064407667,5
29890,197338,0380821001,8
29891,197338,1565121945,6
29896,197361,0452282152,9
29907,197462,0141000198,8
29916,197556,0140086838,8
29917,197566,0345361571,4
29923,197633,0689826990,8
29925,197640,0821769278,6
29927,197640,006017658X,8
29942,197767,0192833596,7
29945,197785,0425146375,6
29946,197789,034542820X,6
29947,197792,0971880107,3
29948,197804,0553573403,5
29952,197831,1568654782,10
29966,197891,0440228352,6
29967,197894,0394800893,10
29972,197949,0553379089,10
29980,197984,055328942X,8
29985,198038,0385493800,6
29989,198081,0688178502,10
29990,198115,0340715634,3
29991,198119,0312180519,7
29992,198124,0345416260,5
29997,198169,067187750X,8
29999,198176,0749396660,9
30013,198314,0486282112,9
30024,198376,0671731408,7
30029,198490,158542059X,8
30030,198490,0062511661,9
30033,198513,0553801309,9
30034,198513,0375726349,8
30039,198545,0006380158,8
30040,198546,0767902890,8
30049,198589,038073298X,8
30050,198590,0590306731,8
30054,198616,0451458435,8
30057,198650,0449005615,10
30059,198655,0312185863,7
30064,198681,1573229326,6
30065,198702,0688170528,9
30068,198720,0380756269,8
30070,198721,0812509234,8
30072,198738,0811816281,5
30077,198772,0345451147,5
30078,198786,0375410198,7
30079,198786,0316354724,7
30082,198833,0439099390,7
30088,198860,0805063897,9
30097,198939,0802136524,5
30103,198966,0525946616,4
30110,198998,0671032992,10
30117,199027,0609810200,10
30135,199141,006093090X,5
30136,199141,0374129983,1
30137,199141,0316418374,8
30145,199153,055327757X,6
30148,199171,0515127841,6
30167,199273,0805237739,8
30168,199283,0440224675,5
30171,199283,0060932694,8
30172,199285,0140231137,10
30174,199302,0451408977,10
30177,199313,0061051098,8
30178,199324,037540256X,9
30179,199324,0786212977,10
30182,199356,0316769487,10
30183,199356,0449212602,9
30184,199358,038531258X,8
30185,199358,0890968462,7
30186,199363,0066214122,6
30200,199393,0345342968,7
30203,199413,0060507403,9
30204,199413,0684859475,5
30205,199413,0452284341,8
30206,199413,0316511579,5
30209,199430,0670894486,8
30219,199453,038079487X,8
30220,199466,0345443284,10
30221,199471,0440209803,6
30228,199512,0061031410,3
30229,199522,0525945725,5
30234,199569,0515132187,5
30237,199597,0553572210,8
30238,199597,0671024094,9
30242,199615,0451524489,8
30243,199616,0345350499,8
30244,199616,0812550706,9
30246,199616,0553293354,8
30247,199616,0345333926,8
30248,199633,0684801469,8
30249,199633,0375725784,10
30250,199633,1555835384,9
30251,199633,0028645243,4
30252,199645,155921144X,10
30254,199648,0312308922,7
30255,199662,059045367X,8
30258,199686,0684195984,8
30265,199758,0060539860,9
30269,199803,0060008776,7
30270,199804,0679776591,9
30276,199861,0425134075,8
30277,199865,0671025341,7
30278,199870,0786868716,9
30289,200001,0684850028,8
30290,200001,1571743073,5
30297,200037,0440220424,10
30299,200051,1400032717,8
30300,200052,0345382323,6
30302,200076,038072121X,8
30304,200095,044022103X,8
30306,200110,067169071X,8
30316,200188,076422249X,10
30317,200188,0764221779,10
30318,200188,0764226010,10
30319,200188,0764222309,10
30320,200188,1576737632,10
30321,200188,0739426486,10
30323,200198,0553208845,8
30325,200211,044021873X,5
30327,200231,0684815354,10
30328,200232,0451190459,6
30331,200241,0060987103,10
30335,200282,1561797111,8
30337,200288,0743411250,10
30359,200420,039480001X,10
30363,200465,0439490359,7
30369,200537,1576734560,10
30375,200584,0609809512,9
30378,200609,0515133302,8
30384,200668,0375726403,8
30396,200764,0679414770,6
30398,200783,0060976845,8
30400,200796,0684854503,5
30403,200807,0140430016,9
30404,200811,0553210092,9
30411,200862,0316779490,8
30412,200862,0553107054,5
30419,200889,0425170357,7
30436,200982,0312967012,10
30440,200987,0142300497,10
30441,200987,0671871161,8
30448,201050,0525460543,5
30451,201096,0192834371,7
30472,201158,0385503830,5
30473,201161,0525947647,9
30480,201236,0440131480,9
30488,201266,031226240X,9
30489,201268,0060928336,5
30493,201286,0452267765,10
30498,201327,0515122564,7
30501,201360,0380792648,8
30502,201367,0553801376,8
30513,201455,0142004235,10
30518,201502,075820499X,10
30522,201531,0553568167,9
30524,201565,0345443284,9
30532,201653,0595205070,9
30537,201723,0380772469,10
30538,201723,0553278592,8
30545,201782,0451196716,8
30546,201782,0670858382,5
30548,201789,0679890505,7
30555,201826,0741412780,8
30556,201881,1860464955,5
30557,201881,1569752788,6
30559,201886,1576738167,10
30560,201889,0743203631,10
30564,201940,0743243978,5
30565,201952,014100018X,8
30567,201964,0425163407,8
30569,201964,0446608815,9
30573,202011,0385504209,7
30574,202012,0446610100,9
30577,202064,0312263031,8
30579,202074,0345385209,7
30587,202128,0316089699,6
30592,202188,0345378490,9
30595,202219,0802130208,9
30605,202261,081120457X,10
30612,202290,0375727086,8
30614,202310,1857022424,9
30615,202336,014043187X,10
30619,202383,1853262919,10
30620,202391,0140390316,9
30622,202401,0807059196,8
30627,202417,0316769487,9
30628,202417,0451163966,10
30629,202417,0201539926,7
30632,202457,0895552590,5
30634,202483,1573223328,8
30638,202534,0385503822,5
30639,202536,0439087597,9
30640,202536,0385730713,5
30641,202536,0440228166,9
30642,202536,0425183831,4
30643,202538,0471387371,10
30647,202563,0156007533,5
30652,202580,0152022686,8
30655,202611,0449911446,10
30656,202617,0140621180,7
30672,202751,0968067824,8
30674,202783,0380789019,9
30675,202783,0345413369,5
30678,202783,0439049962,5
30685,202793,0743423682,10
30691,202809,006251010X,7
30695,202832,0553213105,8
30696,202838,1558744029,8
30707,202937,0517577631,6
30709,202972,0385720106,7
30713,203020,0471272426,10
30717,203063,1564144062,5
30726,203110,0421689900,9
30728,203115,0786890371,6
30732,203145,0553569910,5
30736,203176,0425173631,5
30739,203187,0440225663,4
30741,203217,0553560271,8
30744,203231,0590418548,7
30755,203361,0449907481,6
30756,203378,0140293248,10
30763,203417,0670030643,8
30766,203433,0446531332,10
30782,203503,0671742647,10
30795,203558,0140179836,9
30813,203653,0451627547,10
30816,203668,0671038443,9
30818,203670,0062502182,9
30824,203714,0373872321,7
30827,203727,0679750452,7
30829,203732,0919926487,7
30832,203745,0060969083,5
30837,203770,1857027051,9
30845,203798,0156628708,5
30847,203800,0312955006,10
30850,203829,0684800993,2
30851,203829,0446387878,8
30852,203829,0452281881,4
30853,203829,0140247599,10
30854,203829,0345450647,6
30855,203859,0060175273,6
30856,203860,0192750917,5
30859,203871,0440414121,6
30860,203883,1573225517,9
30861,203883,0553213458,8
30863,203899,0142004235,10
30868,203948,0812969812,9
30869,203952,0964840154,5
30873,203975,0064472272,8
30877,204031,0440241073,8
30878,204032,0517799529,10
30881,204049,038549341X,9
30882,204049,0767900111,6
30888,204092,059035342X,10
30891,204095,0312865430,8
30903,204134,0702233862,10
30912,204164,0385324057,9
30914,204172,0345443284,6
30916,204190,0312423799,7
30920,204203,0385504209,7
30921,204206,038076041X,9
30925,204260,0441790348,6
30927,204264,0399140433,8
30929,204275,0060502258,8
30930,204275,0553268880,5
30941,204364,0671626302,8
30944,204375,0671708821,8
30945,204375,1582701024,8
30950,204396,031208188X,10
30956,204435,0060165979,5
30959,204435,0062516302,5
30960,204435,1567186947,5
30963,204458,0804117934,7
30964,204458,038550117X,10
30965,204458,0671526715,7
30967,204458,0393049779,8
30968,204458,0671001752,9
30976,204477,0684801051,5
30989,204558,1557531315,9
30992,204596,096757711X,10
30993,204597,0743215605,7
31001,204635,0140131558,8
31006,204648,0312960344,6
31007,204688,1573229083,7
31009,204697,0380002930,9
31012,204724,0767904486,7
31013,204731,0812504755,4
31014,204754,0060084405,8
31018,204765,0553273914,5
31019,204765,0679745203,3
31022,204801,0553582135,8
31023,204801,0515132187,7
31024,204801,0743412311,7
31025,204803,0451525795,10
31026,204808,080411935X,7
31044,205001,044022165X,10
31047,205019,0971880107,6
31050,205028,0440498058,8
31057,205058,0349109699,7
31061,205078,0684856069,10
31068,205143,0345433491,10
31069,205152,031214556X,8
31072,205180,0375701907,9
31075,205200,0671024094,6
31076,205211,034543014X,8
31080,205254,0786883219,8
31089,205325,0375701907,8
31114,205479,0312978340,7
31116,205491,0312924585,10
31131,205560,0671525832,8
31132,205560,0373218397,7
31145,205621,0385505833,7
31150,205649,0385720467,5
31159,205763,0425135020,5
31160,205763,0451194691,7
31163,205777,0394547039,5
31167,205829,0441009166,5
31172,205875,0312979096,7
31173,205885,0812575393,8
31181,205957,0393325237,10
31186,205986,0152132120,9
31187,206002,1558585362,10
31196,206064,0765341301,10
31197,206067,0345417623,7
31198,206067,0812521463,9
31202,206097,0671000314,10
31211,206166,0684850265,7
31214,206174,0449912809,7
31216,206174,0684843129,6
31223,206271,184195280X,8
31230,206342,0515126772,9
31232,206351,0812540336,1
31236,206387,0020442203,7
31237,206387,0441132456,7
31241,206426,0440154472,8
31245,206442,1576736938,8
31246,206444,0671666894,10
31249,206464,0399147365,7
31250,206481,0345352025,6
31253,206495,0425178889,8
31254,206496,3518368834,5
31255,206505,0316418374,7
31271,206623,0380797259,8
31279,206655,0142001740,7
31280,206655,0312305060,6
31281,206655,0395925010,7
31282,206663,0312978707,8
31289,206684,0440236673,6
31290,206684,0312966970,8
31292,206684,034543353X,4
31298,206746,044023722X,4
31299,206749,0446604666,7
31300,206749,055321330X,4
31304,206762,0312955006,8
31305,206762,0312982518,8
31309,206808,0345378490,7
31310,206810,0439098238,7
31311,206819,0679740678,7
31313,206819,0802134637,8
31317,206874,044661064X,8
31325,206973,0553273825,8
31341,207050,0385490445,10
31344,207059,0380789035,9
31345,207069,0553574574,8
31350,207109,0525947299,10
31351,207110,0030624363,9
31352,207115,0684196387,8
31355,207115,0151004412,6
31359,207135,0345443284,7
31365,207247,0679785892,10
31369,207276,0553583956,8
31370,207281,0373483899,9
31376,207295,1551668637,5
31379,207308,0140293469,8
31388,207320,0345396936,4
31395,207364,0812577701,5
31402,207383,0451204867,10
31405,207408,0743205383,6
31409,207448,0553270710,5
31422,207508,0553351397,10
31424,207518,0836213211,7
31435,207565,0375502238,9
31444,207608,0553296345,10
31445,207608,0756400856,10
31446,207608,0671578529,8
31452,207655,0765342618,7
31453,207655,0590605135,8
31455,207678,0140350160,8
31456,207687,0465026567,10
31461,207712,0060930187,10
31463,207734,0553262505,7
31470,207774,0140274162,9
31473,207779,0345378032,10
31482,207807,0440212561,8
31485,207827,0553256491,10
31486,207847,0446604062,9
31488,207864,0448424827,10
31489,207868,0786881852,7
31490,207871,0671793888,6
31495,207937,0316107352,9
31496,207942,1558505822,8
31497,207942,1853027103,10
31499,207945,0671001167,9
31501,207954,0375701915,8
31504,207974,0440224624,8
31508,207983,044900211X,10
31510,207991,0553265741,8
31514,208013,0743204700,10
31525,208041,0553282476,7
31534,208050,044990587X,7
31535,208050,0517588684,7
31536,208057,0451159411,9
31537,208088,0440159466,8
31538,208088,0373871384,7
31551,208143,0553576801,8
31553,208152,067976402X,9
31554,208154,0451182731,6
31555,208155,0385313012,8
31556,208157,0962197963,5
31558,208164,0060909927,2
31559,208167,0805063897,10
31560,208167,0060175400,10
31561,208174,0671735098,8
31565,208185,1585360511,10
31571,208205,042515517X,8
31576,208225,051513595X,6
31580,208256,0440223202,7
31583,208264,0671793489,7
31598,208330,0312974477,8
31604,208346,0767906535,6
31608,208374,0380727943,6
31609,208374,0385469705,7
31612,208380,0385324057,8
31614,208390,0142000205,5
31615,208390,0446525502,8
31618,208390,0060176806,4
31621,208400,0345433491,5
31623,208427,0452284554,8
31628,208448,0345443284,5
31629,208449,0971880107,4
31635,208472,0425187144,9
31636,208472,0394585852,8
31637,208472,1586480170,8
31650,208514,093253807X,7
31652,208524,0679749845,9
31655,208530,0373250304,10
31659,208548,0440224675,10
31660,208548,080411160X,8
31666,208576,0743422120,8
31667,208580,044900483X,10
31670,208606,043936213X,10
31671,208606,0553278274,9
31676,208614,0786861347,5
31677,208614,0679434631,10
31678,208625,0375701214,7
31684,208663,0786890436,5
31685,208663,0375725784,3
31687,208663,0425171477,8
31695,208682,0671567713,6
31697,208698,0141000198,6
31702,208714,0684859726,5
31709,208727,0399147772,6
31710,208727,0399146253,5
31720,208768,0312144075,5
31721,208768,0060392665,4
31723,208773,0385319444,8
31730,208796,0385496842,6
31731,208805,0385319940,9
31735,208832,0451161351,9
31742,208858,0671729462,7
31743,208859,0767908260,7
31745,208863,0375726403,10
31746,208863,0446604666,7
31749,208871,0312868030,3
31753,208886,0316769487,8
31755,208891,080411935X,10
31760,208942,0449907481,9
31762,208946,0440131480,7
31763,208951,0316780812,8
31764,208956,0471298646,6
31765,208974,0140100199,7
31766,208974,0140342540,8
31768,208977,0140060065,7
31769,208979,0393317706,8
31771,208984,0312243022,7
31773,209004,0553573926,9
31779,209025,0446608009,5
31782,209049,0064471098,10
31793,209101,000714346X,8
31794,209111,0156007754,5
31796,209157,0671793489,10
31798,209157,067100042X,10
31818,209191,0446606324,10
31822,209197,0446515701,7
31823,209208,0688174930,8
31825,209222,0671709607,10
31827,209261,0345354435,8
31834,209304,0425154068,7
31837,209341,0786884142,5
31842,209412,0312978332,7
31843,209421,1573222267,10
31844,209422,0380730391,9
31845,209423,1931561648,7
31847,209424,034540288X,8
31850,209430,0446602280,7
31851,209430,1576736466,5
31857,209466,0446602612,9
31861,209489,0449704378,8
31863,209493,0373871295,7
31864,209493,044050757X,7
31865,209493,0373871651,7
31866,209493,0373871627,8
31869,209496,0066214122,9
31870,209503,0671739670,9
31881,209542,0425060772,7
31883,209546,193212800X,9
31884,209552,0525941908,8
31888,209598,0380804697,6
31889,209609,0440241073,5
31897,209645,0842329269,10
31901,209655,0553375407,10
31902,209655,0609805363,9
31903,209655,1893956288,10
31915,209730,0679448896,9
31917,209748,0553274562,8
31918,209748,0895776294,5
31923,209769,0786868635,9
31924,209779,0140293248,5
31925,209780,0689818769,9
31927,209783,0786863986,7
31930,209818,0064401847,9
31931,209823,0142004278,6
31932,209832,044990587X,9
31935,209861,1551668637,10
31938,209863,0671731424,8
31939,209863,0451522907,10
31944,209877,1551668998,10
31954,209912,0393313093,8
31955,209913,0486401294,6
31958,209939,0374129983,7
31963,209959,1551667908,5
31964,209959,0061097497,6
31965,209959,1551666561,8
31967,209959,0373169426,9
31969,209961,0140293248,8
31970,209961,0316969443,8
31971,209972,0399134824,4
31976,209992,0425171892,5
31980,210006,0440217822,7
31981,210006,0451179897,8
31982,210006,067102471X,8
31983,210006,044922452X,7
31996,210085,1883937884,8
31999,210120,1401352081,9
32000,210132,1582431310,4
32004,210167,0842329129,9
32005,210178,0394537602,8
32006,210180,0143312146,10
32007,210180,0380977346,8
32014,210275,0684872153,10
32016,210291,0446527017,9
32017,210291,0373872194,8
32018,210291,0373872224,8
32023,210298,1573220825,8
32024,210302,0385504217,10
32027,210314,0385508042,5
32028,210319,0786882573,10
32029,210348,0743437640,10
32036,210376,0375701907,9
32037,210379,0743424107,6
32038,210379,0671020943,6
32045,210442,0061080519,6
32046,210442,0441003435,6
32047,210442,031220387X,5
32048,210442,0425111911,7
32049,210442,0441003443,6
32050,210442,0441003451,7
32053,210451,0553378767,10
32054,210454,0743243978,6
32055,210455,0316781266,8
32056,210455,0679432469,7
32057,210458,0312927444,5
32059,210475,0880389052,8
32061,210498,0446525804,8
32072,210582,0756400856,9
32082,210681,044023574X,7
32084,210698,0449911632,6
32094,210781,0449005925,8
32095,210783,0679448594,6
32096,210789,0671622617,9
32106,210846,0380804697,9
32108,210846,0312312431,5
32109,210852,0812550706,10
32114,210868,014038572X,9
32120,210905,0449911608,6
32132,211004,1891830600,3
32136,211030,1576737748,9
32137,211042,0743211383,6
32143,211086,0380798565,7
32151,211166,0375725334,8
32152,211167,034541389X,4
32153,211168,0345450930,5
32155,211174,0380789019,6
32157,211174,0553342495,9
32161,211174,0679401334,5
32163,211182,0449909557,7
32166,211195,0345312651,8
32168,211199,0553280341,8
32169,211230,0091800579,7
32171,211252,0440178002,10
32172,211252,0451411277,8
32173,211254,0060953020,7
32174,211254,0449912183,8
32177,211269,0805063897,8
32179,211285,0380715430,8
32180,211286,0451167805,9
32182,211320,0743237188,9
32183,211321,0440234743,8
32186,211343,0736903054,9
32187,211343,0805462996,5
32188,211348,0747251134,7
32196,211414,0451181808,9
32198,211420,059035342X,8
32205,211484,0380711079,7
32207,211510,0590745883,8
32208,211510,0866119558,9
32212,211551,0312305060,7
32221,211605,0553280341,8
32222,211605,0553279912,7
32223,211605,0553271636,8
32224,211609,0755200586,10
32226,211626,0842345523,9
32227,211632,0970777620,10
32232,211656,0449205967,7
32234,211666,1844262553,6
32237,211708,0446532231,10
32246,211721,0241139309,8
32250,211760,0876850867,8
32251,211761,0385504209,5
32252,211761,0375725784,6
32253,211761,0553574558,4
32254,211761,0060013125,7
32260,211798,0156006502,8
32269,211880,009173505X,4
32272,211908,0345431901,8
32274,211915,0743437640,7
32276,211936,0874067278,8
32282,211958,0030074312,8
32283,211985,0446519693,9
32284,212001,0446608955,8
32293,212075,0836204387,8
32296,212075,055356773X,7
32298,212075,0395051010,10
32299,212085,0373260474,5
32302,212101,0743225627,10
32304,212119,0440225701,7
32309,212159,0061096962,8
32310,212159,0425174271,7
32311,212159,044900192X,9
32312,212159,0446364401,5
32313,212168,0060175400,5
32320,212265,0312195516,10
32321,212265,0425177750,7
32325,212278,0312974477,7
32327,212282,0770421113,10
32332,212297,0345333926,5
32339,212379,0440229405,10
32346,212449,0399135782,8
32351,212471,1558704485,9
32358,212558,0061013439,10
32359,212558,0312192436,8
32366,212586,1582460175,6
32370,212637,0671510053,6
32374,212653,0609806599,10
32375,212663,038533320X,7
32376,212670,0452283264,6
32377,212694,0743224574,5
32379,212701,0140298924,10
32381,212723,0671701258,7
32387,212743,0451199979,7
32391,212787,1555835740,8
32396,212799,0060090367,8
32401,212839,0061096113,10
32403,212844,0451162072,3
32411,212877,0786868716,10
32414,212884,0671525557,8
32433,212970,0684848783,4
32436,213006,0425147517,5
32439,213026,0156628708,8
32442,213056,074320607X,10
32448,213070,0452281768,8
32450,213080,0500279780,8
32458,213102,0062548662,8
32460,213102,1570710805,8
32462,213110,0425060063,8
32464,213116,0385474180,9
32465,213118,0425164349,8
32466,213118,0802137016,9
32468,213130,1930252722,8
32470,213149,052594527X,8
32473,213156,0486295060,7
32476,213181,0393310477,7
32482,213206,0061097101,6
32484,213211,0399233679,8
32488,213243,0553108441,8
32497,213290,0897325222,5
32506,213357,0861366530,7
32508,213396,0971942315,10
32513,213436,0375757910,9
32516,213461,0061097314,8
32518,213467,0385505833,6
32519,213467,0385334036,4
32525,213526,0743224574,6
32531,213596,0140433813,9
32538,213642,0446360589,10
32541,213662,0671038184,8
32550,213726,0140361227,9
32553,213732,0061044571,8
32555,213740,0849916739,9
32558,213747,0425151875,9
32565,213804,0688007562,5
32567,213817,0345339703,10
